ID,smiles,value,gas
47,[*]Nc1ccc(NC(=O)c2ccc3[nH]c(-c4ccc(-c5nc6cc(C(=O)Nc7ccc(C([*])=O)cc7)ccc6[nH]5)cc4)nc3c2)cc1,5.42E-07,O2
48,[*]Nc1ccc(Cc2ccc(N3C(=O)c4ccc(C([*])=O)cc4C3=O)cc2)cc1,1.59E-07,O2
49,[*]Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc5ccc(Oc6ccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cc6)cc5c4)cc2)C3=O)cc1,3.32E-07,N2
50,[*]c1cc(C)c(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)Nc%11ccc(Oc%12c(C)cc(C([*])(C)C)cc%12C)cc%11)cc%10C9=O)cc8)cc7)CC7CC6C6CCCC76)cc5)cc3)C4=O)cc2)c(C)c1,2.78E-07,CH4
51,[*]Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)cc3)cc2)cc1,2.82E-07,CH4
52,[*]Nc1ccc(Oc2cccc3c(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cccc67)cc4)C5=O)cccc23)cc1,1.21E-07,N2
53,[*]Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,1.27E-07,O2
54,[*]Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc5c(Oc6ccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cc6)cccc45)cc2)C3=O)c1,1.16E-07,CO2
55,[*]Oc1ccc2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2c1,1.92E-07,CO2
56,[*]C(=O)c1ccc(C(=O)N(CC)c2ccc(Cc3ccc(N([*])CC)cc3)cc2)cc1,1.93E-07,CH4
57,[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1,4.67E-07,O2
58,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,3.38E-07,N2
59,[*]C(F)(F)C([*])(F)F,5.15E-07,CH4
60,[*]C(F)(F)C([*])(F)F,3.97E-08,CO2
61,[*]C(F)(F)C([*])(F)F,2.68E-07,N2
62,[*]C(F)(F)C([*])(F)F,6.75E-06,O2
63,[*]C(F)(F)C1(F)C(F)(F)C([*])(F)C(F)(F)C(F)(Cl)C1(F)F,1.64E-06,CO2
64,[*]C(F)(F)C1(F)C(F)(F)C([*])(F)C1(F)F,6.89E-07,N2
65,[*]C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)C(C2)C1[*],3.97E-07,CH4
66,[*]C=CC1CC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,6.79E-07,N2
67,[*]C=CC(C(=O)OC(C)C)C([*])C(=O)OC(C)C,3.31E-06,N2
68,[*]C=CC(C)C([*])C(=O)OCCC(C)C,2.23E-06,CO2
69,[*]C=CC1CC([*])CC1C(=O)OC,8.39E-07,O2
70,[*]C=CC1CC([*])CC1C(=O)Oc1ccccc1,1.81E-06,O2
71,[*]C=CC1CC([*])C2C(=O)N(CCC)C(=O)C12,2.61E-07,N2
72,[*]C=CC1CC([*])CC1(C#N)CC,6.84E-08,N2
73,[*]C=CC1CC([*])CC1(C#N)CC,8.96E-08,O2
74,[*]C=CC1CC([*])CC1(C#N)CCC,7.88E-09,N2
75,[*]C=CC1CC([*])CC1(C#N)CCC,6.73E-08,O2
76,[*]C=CC1CC([*])CC1(C#N)CCCC,2.68E-08,N2
77,[*]C=CC1CC([*])CC1(C#N)CCCC,3.38E-08,O2
78,[*]C=CC1CC([*])CC1C#N,7.46E-08,N2
79,[*]C=CC1CC([*])CC1C#N,2.38E-08,O2
80,[*]C=CC1CC([*])CC1C(=O)OC,9.82E-08,N2
81,[*]C=CC1CC([*])CC1C(=O)OC,1.85E-07,O2
82,[*]CCCCCCCCCC=CCCCCCCCCCC([*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,3.27E-06,O2
83,[*]C=Cc1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2,5.69E-07,CH4
84,[*]Nc1ccc(Cc2ccc(NC(=O)OCC#CC#CCOC([*])=O)cc2)cc1,5.99E-08,N2
85,[*]CCCCCCCCC(=O)OCC#CC(C#CCOC([*])=O)=Cc1ccc(C#Cc2ccccc2)cc1,3.56E-07,N2
86,[*]CC(=O)C([*])c1cccc(C)c1,5.22E-07,CH4
87,[*]COC(=O)CCCCCCCCC(=O)OCC(=O)NCCCCCCNC([*])=O,7.82E-07,O2
88,[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(NC([*])=O)cc2)ccc2ccccc12,9.40E-08,CH4
89,[*]CC([*])(C(=O)OCCC)C(=O)OCCC,1.74E-06,N2
90,[*]CC(C)(C)C1C(=O)N(CCCC)C(=O)C1[*],4.21E-07,CO2
91,[*]COC(=O)CCCCC(=O)OCC([*])(C)C,6.93E-07,O2
92,[*]COC(=O)CCCCCCCCC(=O)OCC([*])(C)C,1.97E-06,O2
93,[*]CSC(=O)Nc1ccc(Cc2ccc(NC(=O)SCC([*])(C)C)cc2)cc1,1.23E-07,N2
94,[*]CS(=O)(=O)CC([*])(C)CC,4.56E-07,N2
95,[*]CC(CC([*])(C#N)C(=O)OC)c1ccccc1,2.44E-07,CO2
96,[*]CCCCC(=O)OCC(CCl)(CCl)COC([*])=O,2.48E-07,CH4
97,[*]COCC([*])(CS(=O)(=O)CCC)CS(=O)(=O)CCC,1.96E-07,CO2
98,[*]c1ccc(OCC(COc2ccc(C([*])(C)C)cc2)OC(=O)CCl)cc1,3.49E-07,CO2
99,[*]CCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC([*])=O,6.14E-07,O2
100,[*]CC(O)COc1ccc(C2(c3ccc(OCC(O)CN(C)S(=O)(=O)c4cccc(S(=O)(=O)N([*])C)c4)cc3)c3ccccc3-c3ccccc32)cc1,6.68E-08,CH4
101,[*]c1ccc(OCC(O)COc2ccc(S([*])(=O)=O)cc2C)c(C)c1,4.34E-07,O2
102,[*]CC([*])(C)C,8.39E-09,N2
103,[*]CC([*])(C)C,2.06E-08,O2
104,[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O,4.99E-07,CO2
105,[*]CC([*])(C)C(=O)OC,1.86E-08,CO2
106,[*]CC([*])(C)C(=O)OCC,5.88E-07,N2
107,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)F,7.77E-07,O2
108,[*]CC([*])(C)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,4.42E-07,CH4
109,[*]CC([*])(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.54E-07,O2
110,[*]CC([*])(CC(=O)OCC)C(=O)O,3.39E-07,CO2
111,[*]CC([*])(F)C(C)=O,2.26E-07,O2
112,[*]CC([*])C,2.29E-07,N2
113,[*]CC([*])C(=O)C1CCCCC1,2.91E-07,N2
114,[*]CC([*])C(=O)N(O)c1ccc(Br)cc1,1.42E-07,CH4
115,[*]CC([*])C(=O)NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.24E-07,CO2
116,[*]CC([*])CC(C)C,2.00E-07,CH4
117,[*]CC([*])CC(C)C,1.27E-06,CO2
118,[*]CC([*])Cl,1.88E-09,CH4
119,[*]CC([*])Cl,1.10E-08,CO2
120,[*]CC([*])Cl,1.95E-08,N2
121,[*]CC([*])OCC(C)(C)CC,2.14E-06,O2
122,[*]CC([*])OCC(F)(F)F,3.42E-07,CH4
123,[*]CC([*])c1c(F)c(F)c(OC)c(F)c1F,1.03E-06,N2
124,[*]CC([*])c1ccc(Br)cc1,1.86E-09,CH4
125,[*]CC([*])c1ccc(Br)cc1,4.82E-08,CO2
126,[*]CC([*])c1ccc(Br)cc1,1.14E-08,N2
127,[*]CC([*])c1ccc(Br)cc1,1.23E-07,O2
128,[*]CC([*])c1ccc(C(C)(C)C)cc1,8.37E-08,CH4
129,[*]CC([*])c1ccc(C(C)(C)C)cc1,2.50E-07,CO2
130,[*]CC([*])c1ccc(C(C)(C)C)cc1,7.18E-07,O2
131,[*]CC([*])c1ccc(C)cc1,1.00E-07,CH4
132,[*]CC([*])c1ccc(C)cc1,4.15E-07,CO2
133,[*]CC([*])c1ccc(C)cc1,1.53E-07,N2
134,[*]CC([*])c1ccc(C)cc1,5.70E-07,O2
135,[*]CC([*])c1ccc(Cl)cc1,2.09E-08,CH4
136,[*]CC([*])c1ccc(Cl)cc1,2.73E-07,CO2
137,[*]CC([*])c1ccc(Cl)cc1,1.87E-07,N2
138,[*]CC([*])c1ccc(Cl)cc1,1.85E-07,O2
139,[*]CC([*])c1ccc(F)cc1,1.92E-08,CH4
140,[*]CC([*])c1ccc(F)cc1,1.41E-07,CO2
141,[*]CC([*])c1ccc(F)cc1,2.30E-07,N2
142,[*]CC([*])c1ccc(F)cc1,8.06E-08,O2
143,[*]CC([*])c1ccc(OC(C)=O)cc1,4.61E-08,CH4
144,[*]CC([*])c1ccc(OC(C)=O)cc1,5.78E-08,CO2
145,[*]CC([*])c1ccc(OC(C)=O)cc1,1.26E-07,N2
146,[*]CC([*])c1ccc(OC(C)=O)cc1,1.89E-07,O2
147,[*]CC([*])c1ccc(OC)cc1,1.73E-09,CH4
148,[*]CC([*])c1ccc(OC)cc1,6.49E-08,CO2
149,[*]CC([*])c1ccc(OC)cc1,2.60E-08,N2
150,[*]CC([*])c1ccc(OC)cc1Cl,1.21E-06,O2
151,[*]CC([*])c1ccccc1,8.76E-08,CH4
152,[*]CC([*])c1ccccc1,1.58E-07,CO2
153,[*]CC([*])c1ccccc1,3.60E-08,N2
154,[*]CC([*])c1ccccc1,6.26E-07,O2
155,[*]CC1CC([*])C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,9.11E-07,N2
156,[*]OCC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC([*])C)c2)CC1,2.64E-07,CO2
157,[*]NCCCCCCNC(=O)OCC=CCOC([*])=O,4.15E-07,CH4
158,[*]CCOc1cccc(C(=O)NNC(=O)c2cccc(C(=O)NNC([*])=O)c2)c1,1.31E-07,N2
159,[*]CCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCC(=O)Nc3ccc(Oc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,2.55E-07,O2
160,[*]c1ccc(OCCC(O)Oc2ccc(C([*])(C)C)cc2)cc1,2.58E-11,CH4
161,[*]c1ccc(OCCC(O)Oc2ccc(C([*])(C)C)cc2)cc1,1.99E-09,CO2
162,[*]CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1[*],1.57E-07,CH4
163,[*]=CCCC(=[*])C,7.17E-06,O2
164,[*]CCCOC(=O)c1ccc(C(=O)OCCCC(=O)NCCCCCCNC([*])=O)cc1,4.55E-07,N2
165,[*]CCCOC(=O)c1ccc(-c2ccc(C(=O)OCCCC(=O)Nc3ccc(NC([*])=O)cc3)cc2)cc1,5.32E-07,O2
166,[*]CCCOC(=O)c1ccc(C(=O)OCCCC(=O)Nc2ccc(NC([*])=O)cc2)cc1,2.83E-07,O2
167,[*]CCCC1(C)CCN(C(=O)CCCC(=O)N2CCC([*])(C)CC2)CC1,2.83E-07,O2
168,[*]CCCCSC([*])=O,1.01E-06,N2
169,[*]CCCCCOC(=O)CCCCC(=O)OCCCCCC(=O)NCCCCCCNC([*])=O,5.69E-07,CH4
170,[*]CCCCCOc1ccc(C(=O)OCCCCCCOC([*])=O)cc1,5.55E-07,CO2
171,[*]CCCCCC([*])CCCCCCCCCC,1.76E-06,CH4
172,[*]CCCCCCCCOCCCCC(=O)NCCCCCCNC([*])=O,1.82E-06,N2
173,[*]CCCCCCCCCCCN1C(=O)c2ccc(C(=O)Oc3ccc(C4(c5ccc(OC([*])=O)cc5)OC(=O)c5ccccc54)cc3)cc2C1=O,2.61E-07,N2
174,[*]CCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCCOC([*])=O,2.38E-06,O2
175,[*]OCCCCCCCCCCCCCCCCCCCCOC(=O)c1cccc(-c2cccc(C([*])=O)c2)c1,5.63E-07,CH4
176,[*]NCCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C([*])=O)cc1,4.14E-07,CH4
177,[*]NCCCCCNC(=O)c1ccc(C(=O)OCCCCCCCCCCCCCCOC(=O)c2ccc(C([*])=O)cc2)cc1,3.64E-07,CH4
178,[*]CCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCCNC([*])=O,4.23E-07,N2
179,[*]C=Cc1ccc(C=Cc2cc(OC)c(OCCCCCCCCCCCCOc3c(OC)cc([*])cc3OC)c(OC)c2)cc1,9.86E-07,O2
180,[*]OCCCCCCCCCCOC([*])=O,1.32E-06,CO2
181,[*]CCCCCOCCCCC[*],1.66E-06,CO2
182,[*]CCCCCSSCCCCC[*],2.28E-06,O2
183,[*]CCCCCCCCC(=O)NCCCCCCCCCNC(=O)C(=O)NCCCCCCCCCNC([*])=O,7.71E-07,O2
184,[*]NCCCCCCCCCNC(=O)NCCCCCCCNC([*])=O,6.30E-07,N2
185,[*]CCCCC(=O)Nc1ccc(C(=O)OCCCCCCCCCOC(=O)c2ccc(NC([*])=O)cc2)cc1,5.28E-07,O2
186,[*]COc1ccc(OCCCCCCCCCOc2ccc(OCc3ccc([*])cc3)cc2)cc1,8.87E-07,O2
187,[*]SCCCCCCCCCSC([*])=O,4.15E-07,CH4
188,[*]NC(=O)OCCCCCCCCOC(=O)Nc1cc([*])ccc1C,1.03E-07,CH4
189,[*]OCCCCCCCOc1ccc(-c2ccc([*])c3ccccc23)c2ccccc12,9.52E-08,CH4
190,[*]C(=O)NCCCCCCNC(=O)C([*])CCCCCCCCCCCCCC,1.07E-06,CH4
191,[*]CCc1ccc(CCC(=O)NCCCCCCNC([*])=O)cc1,6.93E-07,CH4
192,[*]c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C([*])C)cc2)cc1,2.58E-07,CO2
193,[*]CCCCCC(=O)OCCCCCCOC([*])=O,1.88E-06,O2
194,[*]Nc1cccc(OCCCCCOc2cccc(NC(=O)c3ccc(C([*])=O)cc3)c2)c1,5.08E-07,O2
195,[*]CCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N([*])C5=O,7.98E-08,N2
196,[*]NCCSCCCCCSCCNC(=O)OCCCCOC([*])=O,4.55E-07,CH4
197,[*]CCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)OCCCCOC(=O)c2ccc(NC([*])=O)cc2)cc1,4.32E-07,O2
198,[*]CCCCCCC(=O)SCCCCSC([*])=O,1.18E-06,N2
199,[*]CCSCSCC[*],2.44E-06,N2
200,[*]CCCCCCCCC(=O)NCCCOCCOCCOCCCNC([*])=O,1.24E-06,CO2
201,[*]NCCCNC(=O)c1cccc(C([*])=O)c1,3.17E-07,N2
202,[*]OCCCOC(=O)c1ccccc1-c1ccccc1C([*])=O,4.51E-07,N2
203,[*]CCN(C)C(=O)c1ccc(C(=O)N([*])C)cc1,3.14E-07,O2
204,[*]OCCN(CCOC(=O)c1cc(OCCC2CCN(c3ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc3)CC2)cc(C([*])=O)c1)c1ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,4.50E-07,O2
205,[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.38E-07,N2
206,[*]CCN([*])C(=O)CCCCCCCC,2.76E-06,N2
207,[*]CCCCCCCCC(=O)NCCNC(=O)C(=O)NCCNC([*])=O,2.15E-07,CO2
208,[*]CCCCCCCCC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC([*])=O)cc1,4.96E-07,CO2
209,[*]Cc1ccc(OCCOC([*])=O)cc1,1.80E-07,CH4
210,[*]Cc1ccc(NC(=O)OCCOC(=O)Nc2ccc([*])cc2C)c(C)c1,5.84E-07,O2
211,[*]OCCOC(=O)c1ccc2ccc(C([*])=O)cc2c1,1.65E-07,N2
212,[*]C(=O)OC(=O)c1cccc(C(=O)OC(=O)c2ccc(OCCOc3ccc([*])cc3OC)c(OC)c2)c1,3.71E-07,O2
213,[*]C[*],5.01E-07,CH4
214,[*]OCCc1ccc(C([*])=O)cc1,5.04E-07,CO2
215,[*]CCCCCCCCCCCCCCCC(=O)NCCc1ccc(CCNC([*])=O)cc1,7.79E-07,CH4
216,[*]CCc1cccc([*])c1,2.09E-06,O2
217,[*]=C(C#N)c1ccc(C(=O)OCC2CCCN(C(=[*])c3ccc(OC)cc3)C2)cc1,6.23E-07,O2
218,[*]=Cc1ccc(OCc2nnc(-c3ccc(-c4ccc(-c5nnc(COc6ccc(C=C7CCC(=[*])C7=O)cc6)o5)cc4)cc3)o2)cc1,5.68E-07,O2
219,[*]CCc1c(Cl)cc([*])cc1Cl,1.33E-07,CH4
220,[*]CCCCCCCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1,1.30E-06,CO2
221,[*]C(=O)OCc1ccc(COC(=O)c2cc(C)c([*])cc2C)cc1,4.63E-07,N2
222,[*]Nc1ccc(Cc2ccc(NC(=O)SCc3ccc(CSC([*])=O)cc3)cc2)cc1,1.55E-07,CO2
223,[*]Cc1cccc(CN(C)C(=O)CCCCC(=O)N([*])C)c1,4.63E-07,O2
224,[*]=Nc1ccc(Cc2ccc(N=C3c4ccccc4C(=[*])c4cc(C(C)(C)C)ccc43)cc2)cc1,5.43E-07,CH4
225,[*]CC(=O)NC([*])C=C,1.04E-06,N2
226,[*]Nc1c(Br)cc([*])cc1Br,1.32E-07,CH4
227,[*]NC(=O)NCCCCCCNC(=O)Nc1cc([*])ccc1C,2.07E-07,N2
228,[*]NC(=O)c1ccc(C(=O)Nc2cc([*])cc(C(=O)OCCOc3ccc(C=CC(=O)c4ccccc4)cc3)c2)cc1,1.77E-07,CO2
229,[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)C(CC(C)C)N4C(=O)c5ccccc5C4=O)c3)cc2)cc1,3.06E-08,CH4
230,[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(NC(=O)C(CC(C)C)N5C(=O)c6ccccc6C5=O)cc4)c3)cc2)cc1,4.57E-08,CO2
231,[*]C(=O)Nc1ccc(NC(=O)c2cc([*])c(C(=O)OCC)cc2C(=O)OCC)cc1,7.77E-07,N2
232,[*]C(=O)Nc1ccc(NC(=O)c2cc([*])cc(NC(=O)c3ccccc3)c2)cc1,2.37E-07,CO2
233,[*]Nc1ccc(C=Cc2cccc(NC(=O)c3ccc(C([*])=O)cc3)c2)cc1,2.71E-07,CO2
234,[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)c2)c1,1.09E-07,O2
235,[*]c1ccc(OOc2ccc(C(=O)c3ccc(Oc4ccc(NC(=O)c5ccc(C(=O)Nc6ccc(Oc7ccc(C(=O)c8ccc(Oc9ccc(C([*])(C)c%10ccccc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,2.57E-07,O2
236,[*]c1cc(Br)c(OC(=O)Oc2c(Br)cc(C([*])(C)C)cc2Br)c(Br)c1,2.92E-11,CH4
237,[*]c1cc(Br)c(OC(=O)Oc2c(Br)cc(C([*])(C)C)cc2Br)c(Br)c1,1.04E-08,N2
238,[*]c1cc(Br)c(OC(=O)Oc2c(Br)cc(C([*])(C)C)cc2Br)c(Br)c1,1.66E-07,O2
239,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,2.28E-08,CH4
240,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,5.48E-08,CO2
241,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,6.55E-07,N2
242,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,1.58E-07,O2
243,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1,9.80E-09,CH4
244,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1,3.67E-08,CO2
245,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1,3.58E-08,N2
246,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1,2.98E-06,O2
247,[*]c1cc(Cl)c(OC(=O)Oc2c(Cl)cc(C([*])(C)C)cc2Cl)c(Cl)c1,3.88E-09,CH4
248,[*]c1cc(Cl)c(OC(=O)Oc2c(Cl)cc(C([*])(C)C)cc2Cl)c(Cl)c1,3.66E-08,CO2
249,[*]c1cc(Cl)c(OC(=O)Oc2c(Cl)cc(C([*])(C)C)cc2Cl)c(Cl)c1,2.75E-10,N2
250,[*]c1cc(Cl)c(OC(=O)Oc2c(Cl)cc(C([*])(C)C)cc2Cl)c(Cl)c1,4.21E-08,O2
251,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1,1.90E-09,CH4
252,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1,7.76E-09,CO2
253,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1,8.64E-09,N2
254,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1,5.44E-08,O2
255,[*]Oc1ccc(C(Cl)(Cl)c2ccc(OC([*])=O)cc2)cc1,1.82E-09,CH4
256,[*]Oc1ccc(C(Cl)(Cl)c2ccc(OC([*])=O)cc2)cc1,6.35E-09,CO2
257,[*]Oc1ccc(C(Cl)(Cl)c2ccc(OC([*])=O)cc2)cc1,5.27E-08,O2
258,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,3.33E-08,CH4
